failure_class,area,shape,mode,detail,signatures,rows,example_signature,example_seed,example_profile,example_replay_path
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <math math>,12,16,fc9ec2595d63,6749341,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6749341/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<select> => <select>,12,12,0b96d880b1d6,6405613,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6405613/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<title> => <title>,12,12,0e5324b7f6ab,3955637,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3955637/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <table>,11,16,bd0672353864,3080866,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3080866/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<title> => <title>,11,11,19075d7700b8,5729426,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5729426/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <custom-element>,10,33,2d89c13c3ad5,3032476,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3032476/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<table> => <table>,10,10,044fcf55936f,4574906,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4574906/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<footer> => <footer>,10,10,146ea6b34a0e,3855649,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3855649/primary/replay.json
tree-mismatch,template content tree construction,other-line-shape,full-document,<br> => ,9,25,c597c04e1e83,36916,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-36916/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<p> => <p>,9,9,120528c97513,5578036,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5578036/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <i>",9,9,27cabfd1cc04,7016920,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7016920/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <math math>,8,13,6c78b5f06921,1990899,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1990899/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<textarea> => <textarea>,8,8,0ce498105603,1733335,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1733335/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<div> => <div>,8,8,14a0d3f6cc1c,4926927,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4926927/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<p> => <p>,8,8,1f1a9fa13326,2628650,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2628650/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<input> => <input>,8,8,2524de5ec4b0,8081312,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8081312/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<b> => <b>,8,8,443184c30126,6712770,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6712770/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <source>,7,8,260704e2fac8,3995001,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3995001/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<li> => <li>,7,7,03ecb996a545,1623954,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1623954/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<h1> => <h1>,7,7,0755245b77f1,1822872,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1822872/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<hr> => <hr>,7,7,10de659ca0f1,6099226,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6099226/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<input> => <input>,7,7,10dee1dc3906,3278671,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3278671/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<textarea> => <textarea>,7,7,19504835558d,4885372,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4885372/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<dl> => <dl>,7,7,1e438985743d,3517457,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3517457/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<footer> => <footer>,7,7,519ba1655f67,8113493,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-8113493/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <body>,6,75,a9b9710073d6,1073591,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1073591/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <ul>,6,7,cf80ff95a9df,4388676,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4388676/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<pre> => <pre>,6,6,0b970dd75ced,2273355,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2273355/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<header> => <header>,6,6,0e7e9dce2234,2607597,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2607597/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<img> => <img>,6,6,0fbcb4c1b220,7406541,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7406541/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<ul> => <ul>,6,6,14affeb3edd1,4414962,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4414962/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <section>,6,6,1d8a5baa3221,5307794,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5307794/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<wbr> => <wbr>,6,6,1e412978b063,1444102,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1444102/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<blockquote> => <blockquote>,6,6,25f9ffa876f1,3136463,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3136463/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<ol> => <ol>,6,6,2b9c75e51f68,4177783,resource-stress,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4177783/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<mark> => <mark>,6,6,2baf92cfca5c,3374060,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3374060/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<form> => <form>,6,6,30e95a10cadd,3728044,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3728044/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<option> => <option>,6,6,39e06d399776,3563024,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3563024/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<label> => <label>,6,6,3fc429c1339a,1953260,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1953260/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <b>",6,6,40800b36005f,5333464,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5333464/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<base> => <base>,6,6,42ba8e58706a,993728,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-993728/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<dl> => <dl>,6,6,57f017eb9fca,9621,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-9621/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<h3> => <h3>,6,6,656f8fb5b4bb,2518910,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2518910/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <select>,5,19,453b982acb0b,1307032,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1307032/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <title>,5,7,b2631d46cc81,5455431,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5455431/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <area>,5,6,9c4a53693f78,1642886,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1642886/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <dd>,5,6,b8a05a8a7837,2643229,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2643229/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <embed>,5,6,df559c6a531c,3679086,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3679086/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<dt> => <dt>,5,5,016a50da3920,6584524,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6584524/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<span> => <span>,5,5,02b7bd35f4f9,2737429,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2737429/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<h2> => <h2>,5,5,03ab7a3d177a,7471241,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7471241/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <b>,5,5,0644a7833ad8,1158002,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1158002/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<dt> => <dt>,5,5,0a26a9ae9256,1186077,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1186077/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<dd> => <dd>,5,5,0c80babf0668,8195513,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-8195513/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <b>",5,5,0e2f0e8cafe6,6944267,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6944267/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <embed>,5,5,0fdd7a61d000,1319688,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1319688/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<link> => <link>,5,5,1523da2c0542,1365806,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1365806/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<math math> => <i>,5,5,1f6c0a8571fb,3016177,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3016177/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<track> => <track>,5,5,1fe4c9b06a03,4770382,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4770382/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <em>",5,5,2245b1b1561b,170223,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-170223/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <span>,5,5,248ee129afe2,6349848,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6349848/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <main>,5,5,2800532d4a7d,4085349,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-4085349/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<blockquote> => <blockquote>,5,5,2c3b2fa1e32d,737653,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-737653/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <meta>,5,5,33ada9a007cc,3773442,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3773442/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <textarea>,5,5,398fe23fd2ab,887727,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-887727/primary/replay.json
tree-mismatch,template content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <font>",5,5,3de63f189ea4,4771770,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4771770/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<h2> => <h2>,5,5,55440c124cdc,240704,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-240704/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<article> => <article>,5,5,5884added2ea,1820535,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1820535/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<ul> => <ul>,5,5,5de847d75598,7434231,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7434231/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<link> => <link>,5,5,73ae0882639b,1873341,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1873341/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <textarea>,4,7,6444a23c3944,7444916,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7444916/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <pre>,4,6,4e929d73153d,4448791,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4448791/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <table>,4,6,640d8d6c88e4,4614406,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4614406/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <small>,4,6,b500c0f8b91a,6866901,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6866901/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <source>,4,6,46a17a9ff333,1604261,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1604261/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <meta>,4,5,020d315374a2,4673151,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4673151/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <area>,4,5,d3e27eeb3ae0,2856496,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2856496/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <h2>,4,5,dfb88bcf3fdf,1791433,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1791433/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<br> => <a>,4,5,fe31c9e6794a,5211341,formatting-adoption,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-5211341/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <mark>,4,4,03cee6897428,306816,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-306816/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <img>,4,4,048f1f321ca9,2802665,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2802665/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<em> => <em>,4,4,07ca526c2c33,6023545,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6023545/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<br> => <br>,4,4,08f7add5bc4b,4108466,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4108466/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<span> => <span>,4,4,0908ac16761f,5165494,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5165494/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<div> => <div>,4,4,09995e0661df,1892186,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1892186/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <h3>,4,4,0d58d0f2e604,2201611,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2201611/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<hr> => <hr>,4,4,10bacefeed48,1898788,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1898788/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<article> => <article>,4,4,147922b88a6d,4151291,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4151291/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<wbr> => <wbr>,4,4,1a91978e81d2,4555282,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4555282/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <style>,4,4,1d774a533e77,5100553,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5100553/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<svg svg> => <font>,4,4,225471464291,1077302,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1077302/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,fragment-body,<br> => <i>,4,4,23f39874cc2e,6985437,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6985437/primary/replay.json
tree-mismatch,template content tree construction,different-element-lines,full-document,<math math> => <font>,4,4,2988c38d4743,475725,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-475725/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<h1> => <h1>,4,4,2ca6222c5b25,6755335,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6755335/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<embed> => <embed>,4,4,2feaa3157a36,7456845,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7456845/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,full-document,<track> => <track>,4,4,38775b6745df,3178238,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3178238/primary/replay.json
tree-mismatch,template content tree construction,same-rendered-node-different-path-or-order,fragment-body,<strong> => <strong>,4,4,3bd251aeffb9,7495628,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7495628/primary/replay.json
